,model_name,learning_rate,avg_loss,train_accuracy,train_precision,train_recall,validation_accuracy,validation_precision,validation_recall,epoch
20,baseline_27_0,0.01,0.4445035585335323,0.7781609296798706,0.8055555820465088,0.7333333492279053,0.7709497213363647,0.6764705777168274,0.7076923251152039,800
21,baseline_27_0,0.01,0.4428823036806924,0.7701149582862854,0.8020565509796143,0.7172414064407349,0.7709497213363647,0.6764705777168274,0.7076923251152039,820
22,baseline_27_0,0.01,0.44163376092910767,0.7735632061958313,0.8035714030265808,0.7241379022598267,0.7709497213363647,0.6764705777168274,0.7076923251152039,860
23,baseline_27_0,0.01,0.44074879373822895,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7653631567955017,0.6666666865348816,0.7076923251152039,920
24,baseline_27_0,0.01,0.4403619510786874,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7653631567955017,0.6666666865348816,0.7076923251152039,1000
25,baseline_27_0,0.001,0.43949512924466816,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7709497213363647,0.6764705777168274,0.7076923251152039,1000
26,baseline_27_0,0.001,0.4392559954098293,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7709497213363647,0.6764705777168274,0.7076923251152039,1020
27,baseline_27_0,0.001,0.4389456808567047,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7709497213363647,0.6764705777168274,0.7076923251152039,1060
28,baseline_27_0,0.001,0.4391254910400936,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7709497213363647,0.6764705777168274,0.7076923251152039,1120
29,baseline_27_0,0.001,0.4387475039277758,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7709497213363647,0.6764705777168274,0.7076923251152039,1200
30,baseline_27_0,0.001,0.4388949062143053,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7709497213363647,0.6764705777168274,0.7076923251152039,1200
31,baseline_27_0,0.001,0.43875803692000254,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7709497213363647,0.6764705777168274,0.7076923251152039,1220
32,baseline_27_0,0.001,0.43854025432041716,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7709497213363647,0.6764705777168274,0.7076923251152039,1260
33,baseline_27_0,0.001,0.43885147145816256,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7709497213363647,0.6764705777168274,0.7076923251152039,1320
34,baseline_27_0,0.001,0.438639440706798,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7709497213363647,0.6764705777168274,0.7076923251152039,1400
35,baseline_27_0,0.001,0.43857516986983164,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7765362858772278,0.6865671873092651,0.7076923251152039,1400
36,baseline_27_0,0.001,0.4384463131427765,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7765362858772278,0.6865671873092651,0.7076923251152039,1420
37,baseline_27_0,0.001,0.43883090359824045,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7709497213363647,0.6764705777168274,0.7076923251152039,1460
38,baseline_27_0,0.001,0.4385569563933781,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7765362858772278,0.6865671873092651,0.7076923251152039,1520
39,baseline_27_0,0.001,0.43818620273045134,0.7747126221656799,0.8040712475776672,0.7264367938041687,0.7765362858772278,0.6865671873092651,0.7076923251152039,1600
40,baseline_27_1,0.01,0.7112283536366054,0.5632184147834778,0.7722772359848022,0.17931035161018372,0.6648044586181641,0.6470588445663452,0.16923077404499054,0
41,baseline_27_1,0.01,0.5124942745481219,0.7586206793785095,0.7610208988189697,0.754023015499115,0.7877094745635986,0.6849315166473389,0.7692307829856873,20
42,baseline_27_1,0.01,0.49844017199107576,0.7689655423164368,0.7695852518081665,0.7678160667419434,0.8100558519363403,0.7313432693481445,0.7538461685180664,60
43,baseline_27_1,0.01,0.4892135390213558,0.7747126221656799,0.7811764478683472,0.7632184028625488,0.8044692873954773,0.720588207244873,0.7538461685180664,120
44,baseline_27_1,0.01,0.47796053120068144,0.7816091775894165,0.7816091775894165,0.7816091775894165,0.8044692873954773,0.7142857313156128,0.7692307829856873,200
45,baseline_27_1,0.01,0.4707161784172058,0.7873563170433044,0.7920560836791992,0.7793103456497192,0.8100558519363403,0.7384615540504456,0.7384615540504456,200
46,baseline_27_1,0.01,0.4638139179774693,0.7839080691337585,0.7905882596969604,0.7724137902259827,0.8156424760818481,0.75,0.7384615540504456,220
47,baseline_27_1,0.01,0.45983337078775677,0.7908046245574951,0.7948718070983887,0.7839080691337585,0.7988826632499695,0.7164179086685181,0.7384615540504456,260
48,baseline_27_1,0.01,0.4547681084700993,0.7850574851036072,0.8009708523750305,0.7586206793785095,0.7932960987091064,0.71875,0.7076923251152039,320
49,baseline_27_1,0.01,0.4514316703592028,0.7896551489830017,0.8118811845779419,0.754023015499115,0.7988826632499695,0.7377049326896667,0.692307710647583,400
50,baseline_27_1,0.01,0.442897413458143,0.7919540405273438,0.8223350048065186,0.7448275685310364,0.7988826632499695,0.7377049326896667,0.692307710647583,400
51,baseline_27_1,0.01,0.438808194228581,0.800000011920929,0.8190708756446838,0.7701149582862854,0.8044692873954773,0.734375,0.7230769395828247,420
52,baseline_27_1,0.01,0.4399522542953491,0.8103448152542114,0.8214285969734192,0.7931034564971924,0.7988826632499695,0.7377049326896667,0.692307710647583,460
53,baseline_27_1,0.01,0.4286541257585798,0.8091953992843628,0.8149883151054382,0.800000011920929,0.7709497213363647,0.6818181872367859,0.692307710647583,520
54,baseline_27_1,0.01,0.4286961385181972,0.8057471513748169,0.8715083599090576,0.7172414064407349,0.826815664768219,0.8148148059844971,0.6769230961799622,600
55,baseline_27_1,0.001,0.4224358797073364,0.8264367580413818,0.8212669491767883,0.834482729434967,0.7877094745635986,0.7142857313156128,0.692307710647583,600
56,baseline_27_1,0.001,0.4193635327475412,0.8252873420715332,0.842615008354187,0.800000011920929,0.7988826632499695,0.7457627058029175,0.6769230961799622,620
57,baseline_27_1,0.001,0.4188363892691476,0.8264367580413818,0.8429951667785645,0.8022988438606262,0.7988826632499695,0.7457627058029175,0.6769230961799622,660
58,baseline_27_1,0.001,0.41867342591285706,0.8264367580413818,0.8429951667785645,0.8022988438606262,0.7932960987091064,0.7333333492279053,0.6769230961799622,720
59,baseline_27_1,0.001,0.41844339455877033,0.8264367580413818,0.844660222530365,0.800000011920929,0.7988826632499695,0.7457627058029175,0.6769230961799622,800
60,baseline_27_1,0.001,0.41803779772349764,0.8298850655555725,0.8508557677268982,0.800000011920929,0.7932960987091064,0.7333333492279053,0.6769230961799622,800
61,baseline_27_1,0.001,0.41801431349345614,0.8241379261016846,0.8490098714828491,0.7885057330131531,0.7988826632499695,0.7457627058029175,0.6769230961799622,820
62,baseline_27_1,0.001,0.4170627168246678,0.8241379261016846,0.8490098714828491,0.7885057330131531,0.7932960987091064,0.7333333492279053,0.6769230961799622,860
63,baseline_27_1,0.001,0.417458747114454,0.8218390941619873,0.8482587337493896,0.7839080691337585,0.7988826632499695,0.7457627058029175,0.6769230961799622,920
64,baseline_27_1,0.001,0.41684219241142273,0.8287356495857239,0.8504902124404907,0.7977011203765869,0.7932960987091064,0.7333333492279053,0.6769230961799622,1000
65,baseline_27_1,0.001,0.4162703667368208,0.8275862336158752,0.8484107851982117,0.7977011203765869,0.7932960987091064,0.7333333492279053,0.6769230961799622,1000
66,baseline_27_1,0.001,0.4158929841859,0.8275862336158752,0.8484107851982117,0.7977011203765869,0.7932960987091064,0.7333333492279053,0.6769230961799622,1020
67,baseline_27_1,0.001,0.41577525649751934,0.8287356495857239,0.8522167205810547,0.7954022884368896,0.7932960987091064,0.7333333492279053,0.6769230961799622,1060
68,baseline_27_1,0.001,0.41625729628971647,0.8310344815254211,0.8478260636329651,0.8068965673446655,0.7932960987091064,0.7333333492279053,0.6769230961799622,1120
69,baseline_27_1,0.001,0.4151815559182848,0.8275862336158752,0.85012286901474,0.7954022884368896,0.7932960987091064,0.7333333492279053,0.6769230961799622,1200
70,baseline_27_1,0.0001,0.41466574583734783,0.8275862336158752,0.8518518805503845,0.7931034564971924,0.7932960987091064,0.7333333492279053,0.6769230961799622,1200
71,baseline_27_1,0.0001,0.4144924964223589,0.8287356495857239,0.8522167205810547,0.7954022884368896,0.7932960987091064,0.7333333492279053,0.6769230961799622,1220
72,baseline_27_1,0.0001,0.4145086961133139,0.8287356495857239,0.8522167205810547,0.7954022884368896,0.7932960987091064,0.7333333492279053,0.6769230961799622,1260
73,baseline_27_1,0.0001,0.4145302431924002,0.8287356495857239,0.8522167205810547,0.7954022884368896,0.7932960987091064,0.7333333492279053,0.6769230961799622,1320
74,baseline_27_1,0.0001,0.4142125802380698,0.8287356495857239,0.8522167205810547,0.7954022884368896,0.7932960987091064,0.7333333492279053,0.6769230961799622,1400
75,baseline_27_1,0.0001,0.4145714044570923,0.8287356495857239,0.8522167205810547,0.7954022884368896,0.7932960987091064,0.7333333492279053,0.6769230961799622,1400
76,baseline_27_1,0.0001,0.4142548016139439,0.8287356495857239,0.8522167205810547,0.7954022884368896,0.7932960987091064,0.7333333492279053,0.6769230961799622,1420
77,baseline_27_1,0.0001,0.4146688963685717,0.8287356495857239,0.8522167205810547,0.7954022884368896,0.7932960987091064,0.7333333492279053,0.6769230961799622,1460
78,baseline_27_1,0.0001,0.41421085596084595,0.8287356495857239,0.8522167205810547,0.7954022884368896,0.7932960987091064,0.7333333492279053,0.6769230961799622,1520
79,baseline_27_1,0.0001,0.41417897173336576,0.8287356495857239,0.8522167205810547,0.7954022884368896,0.7932960987091064,0.7333333492279053,0.6769230961799622,1600
80,baseline_27_2,0.01,0.7084381835801261,0.5,0.5,1.0,0.3631284832954407,0.3631284832954407,1.0,0
81,baseline_27_2,0.01,0.5257733804838998,0.7724137902259827,0.7749419808387756,0.7678160667419434,0.7150837779045105,0.5874999761581421,0.7230769395828247,20
82,baseline_27_2,0.01,0.49438290510858807,0.7678160667419434,0.7780429720878601,0.7494252920150757,0.8100558519363403,0.7246376872062683,0.7692307829856873,60
83,baseline_27_2,0.01,0.4797380438872746,0.7873563170433044,0.8125,0.7471264600753784,0.8100558519363403,0.7384615540504456,0.7384615540504456,120
84,baseline_27_2,0.01,0.4685260908944266,0.7908046245574951,0.8154613375663757,0.751724123954773,0.8156424760818481,0.7580645084381104,0.7230769395828247,200
85,baseline_27_2,0.01,0.46189732210976736,0.7954022884368896,0.848238468170166,0.7195402383804321,0.8379888534545898,0.8333333134651184,0.692307710647583,200
86,baseline_27_2,0.01,0.45363880481038776,0.8011494278907776,0.8447368144989014,0.7379310131072998,0.8100558519363403,0.7627118825912476,0.692307710647583,220
87,baseline_27_2,0.01,0.4477789657456534,0.7965517044067383,0.8486486673355103,0.7218390703201294,0.8156424760818481,0.7857142686843872,0.6769230961799622,260
88,baseline_27_2,0.01,0.44190099835395813,0.8114942312240601,0.8501291871070862,0.7563218474388123,0.8100558519363403,0.7719298005104065,0.6769230961799622,320
89,baseline_27_2,0.01,0.4384534273828779,0.8183907866477966,0.8560411334037781,0.7655172348022461,0.8156424760818481,0.7857142686843872,0.6769230961799622,400
90,baseline_27_2,0.01,0.4282996356487274,0.8206896781921387,0.8604651093482971,0.7655172348022461,0.8044692873954773,0.7678571343421936,0.6615384817123413,400
91,baseline_27_2,0.01,0.4252829040799822,0.8206896781921387,0.8680738806724548,0.7563218474388123,0.832402229309082,0.8301886916160583,0.6769230961799622,420
92,baseline_27_2,0.01,0.4169021887438638,0.8218390941619873,0.8517587780952454,0.7793103456497192,0.8156424760818481,0.7857142686843872,0.6769230961799622,460
93,baseline_27_2,0.01,0.4115952125617436,0.8321838974952698,0.8621553778648376,0.7908046245574951,0.826815664768219,0.8035714030265808,0.692307710647583,520
94,baseline_27_2,0.01,0.40425865990774973,0.834482729434967,0.852300226688385,0.8091953992843628,0.8212290406227112,0.800000011920929,0.6769230961799622,600
95,baseline_27_2,0.01,0.39859628677368164,0.8494253158569336,0.8568075299263,0.8390804529190063,0.8156424760818481,0.7857142686843872,0.6769230961799622,600
96,baseline_27_2,0.01,0.395354939358575,0.8436781764030457,0.8501170873641968,0.834482729434967,0.8100558519363403,0.7719298005104065,0.6769230961799622,620
97,baseline_27_2,0.01,0.39407798647880554,0.8448275923728943,0.8658536672592163,0.8160919547080994,0.8212290406227112,0.800000011920929,0.6769230961799622,660
98,baseline_27_2,0.01,0.38020349400384085,0.8586207032203674,0.8611111044883728,0.8551723957061768,0.8212290406227112,0.7894737124443054,0.692307710647583,720
99,baseline_27_2,0.01,0.3819823946271624,0.8551723957061768,0.8722891807556152,0.8321838974952698,0.8212290406227112,0.7894737124443054,0.692307710647583,800
100,baseline_27_2,0.005,0.36920447860445293,0.8712643384933472,0.8929440379142761,0.8436781764030457,0.826815664768219,0.8035714030265808,0.692307710647583,800
101,baseline_27_2,0.005,0.3673846551350185,0.8701149225234985,0.8985148668289185,0.834482729434967,0.8156424760818481,0.7857142686843872,0.6769230961799622,820
102,baseline_27_2,0.005,0.36547390052250456,0.8701149225234985,0.9086294174194336,0.8229885101318359,0.8156424760818481,0.7857142686843872,0.6769230961799622,860
103,baseline_27_2,0.005,0.3610951006412506,0.8701149225234985,0.9086294174194336,0.8229885101318359,0.8212290406227112,0.800000011920929,0.6769230961799622,920
104,baseline_27_2,0.005,0.3603639815534864,0.8735632300376892,0.891566276550293,0.8505747318267822,0.826815664768219,0.8035714030265808,0.692307710647583,1000
105,baseline_27_2,0.005,0.3593028358050755,0.8712643384933472,0.8968058824539185,0.8390804529190063,0.826815664768219,0.8035714030265808,0.692307710647583,1000
106,baseline_27_2,0.005,0.3565676936081478,0.8724138140678406,0.8820754885673523,0.8597701191902161,0.8156424760818481,0.7758620977401733,0.692307710647583,1020
107,baseline_27_2,0.005,0.3541450415338789,0.8758620619773865,0.9017199277877808,0.8436781764030457,0.8212290406227112,0.7894737124443054,0.692307710647583,1060
108,baseline_27_2,0.005,0.35303312965801786,0.8735632300376892,0.8953770995140076,0.8459770083427429,0.8212290406227112,0.7894737124443054,0.692307710647583,1120
109,baseline_27_2,0.005,0.35081828917775837,0.8747126460075378,0.8880952596664429,0.8574712872505188,0.8156424760818481,0.7758620977401733,0.692307710647583,1200
110,baseline_27_2,0.005,0.3497580034392221,0.8724138140678406,0.9009901285171509,0.8367816209793091,0.8156424760818481,0.7758620977401733,0.692307710647583,1200
111,baseline_27_2,0.005,0.35402366518974304,0.8758620619773865,0.9097744226455688,0.834482729434967,0.8156424760818481,0.7962962985038757,0.6615384817123413,1220
112,baseline_27_2,0.005,0.3455729740006583,0.8804597854614258,0.9106699824333191,0.8436781764030457,0.8156424760818481,0.7857142686843872,0.6769230961799622,1260
113,baseline_27_2,0.005,0.34581877504076275,0.8781608939170837,0.9081885814666748,0.8413792848587036,0.8156424760818481,0.7857142686843872,0.6769230961799622,1320
114,baseline_27_2,0.005,0.34985590832574026,0.8793103694915771,0.8891509175300598,0.8666666746139526,0.8212290406227112,0.7796609997749329,0.7076923251152039,1400
115,baseline_27_2,0.005,0.34744395102773395,0.8781608939170837,0.8983050584793091,0.8528735637664795,0.8156424760818481,0.7758620977401733,0.692307710647583,1400
116,baseline_27_2,0.005,0.34573907937322346,0.8804597854614258,0.8987951874732971,0.8574712872505188,0.8156424760818481,0.7758620977401733,0.692307710647583,1420
117,baseline_27_2,0.005,0.34081894159317017,0.8735632300376892,0.9012345671653748,0.8390804529190063,0.8212290406227112,0.7894737124443054,0.692307710647583,1460
118,baseline_27_2,0.005,0.3403498487813132,0.888505756855011,0.9082125425338745,0.8643678426742554,0.8044692873954773,0.7586206793785095,0.6769230961799622,1520
119,baseline_27_2,0.005,0.3430540646825518,0.8850574493408203,0.9055690169334412,0.8597701191902161,0.8156424760818481,0.7758620977401733,0.692307710647583,1600
120,baseline_27_2,0.001,0.3351934850215912,0.8873563408851624,0.9079903364181519,0.8620689511299133,0.8100558519363403,0.7627118825912476,0.692307710647583,1600
121,baseline_27_2,0.001,0.33492548550878254,0.8839080333709717,0.9073171019554138,0.8551723957061768,0.8156424760818481,0.7758620977401733,0.692307710647583,1620
122,baseline_27_2,0.001,0.33497107880456106,0.888505756855011,0.9082125425338745,0.8643678426742554,0.8156424760818481,0.7758620977401733,0.692307710647583,1660
123,baseline_27_2,0.001,0.3342644274234772,0.888505756855011,0.9082125425338745,0.8643678426742554,0.8100558519363403,0.7627118825912476,0.692307710647583,1720
124,baseline_27_2,0.001,0.33440522636686054,0.8873563408851624,0.9040767550468445,0.8666666746139526,0.8156424760818481,0.7758620977401733,0.692307710647583,1800
125,baseline_27_2,0.001,0.3338594010898045,0.888505756855011,0.9082125425338745,0.8643678426742554,0.8156424760818481,0.7758620977401733,0.692307710647583,1800
126,baseline_27_2,0.001,0.3333041114466531,0.8862069249153137,0.8981042504310608,0.8712643384933472,0.8100558519363403,0.7627118825912476,0.692307710647583,1820
127,baseline_27_2,0.001,0.33380926081112455,0.8873563408851624,0.900237500667572,0.8712643384933472,0.8156424760818481,0.7758620977401733,0.692307710647583,1860
128,baseline_27_2,0.001,0.33280485016959055,0.888505756855011,0.9082125425338745,0.8643678426742554,0.8156424760818481,0.7758620977401733,0.692307710647583,1920
129,baseline_27_2,0.001,0.3330856774534498,0.8873563408851624,0.900237500667572,0.8712643384933472,0.8156424760818481,0.7758620977401733,0.692307710647583,2000
130,baseline_27_2,0.0001,0.3323395252227783,0.8873563408851624,0.8983451724052429,0.8735632300376892,0.8100558519363403,0.7627118825912476,0.692307710647583,2000
131,baseline_27_2,0.0001,0.33176430634089876,0.8873563408851624,0.9040767550468445,0.8666666746139526,0.8156424760818481,0.7758620977401733,0.692307710647583,2020
132,baseline_27_2,0.0001,0.33174092854772297,0.8873563408851624,0.9040767550468445,0.8666666746139526,0.8156424760818481,0.7758620977401733,0.692307710647583,2060
133,baseline_27_2,0.0001,0.33147954515048433,0.8873563408851624,0.9040767550468445,0.8666666746139526,0.8156424760818481,0.7758620977401733,0.692307710647583,2120
134,baseline_27_2,0.0001,0.33148177180971417,0.8873563408851624,0.9040767550468445,0.8666666746139526,0.8156424760818481,0.7758620977401733,0.692307710647583,2200
135,baseline_27_2,0.0001,0.33212926983833313,0.8873563408851624,0.9040767550468445,0.8666666746139526,0.8156424760818481,0.7758620977401733,0.692307710647583,2200
136,baseline_27_2,0.0001,0.331697302205222,0.8873563408851624,0.9040767550468445,0.8666666746139526,0.8156424760818481,0.7758620977401733,0.692307710647583,2220
137,baseline_27_2,0.0001,0.33178921256746563,0.8873563408851624,0.9040767550468445,0.8666666746139526,0.8156424760818481,0.7758620977401733,0.692307710647583,2260
138,baseline_27_2,0.0001,0.3320164850779942,0.8873563408851624,0.9040767550468445,0.8666666746139526,0.8156424760818481,0.7758620977401733,0.692307710647583,2320
139,baseline_27_2,0.0001,0.3316882252693176,0.8873563408851624,0.9040767550468445,0.8666666746139526,0.8156424760818481,0.7758620977401733,0.692307710647583,2400
140,baseline_27_3,0.01,0.6933109845433917,0.47471264004707336,0.4848901033401489,0.8114942312240601,0.4189944267272949,0.37419354915618896,0.892307698726654,0
141,baseline_27_3,0.01,0.6242240837642125,0.6735632419586182,0.7396825551986694,0.5356321930885315,0.659217894077301,0.5357142686843872,0.4615384638309479,20
142,baseline_27_3,0.01,0.5049325568335397,0.754023015499115,0.7675544619560242,0.728735625743866,0.7988826632499695,0.7042253613471985,0.7692307829856873,60
143,baseline_27_3,0.01,0.48517768723624094,0.7827585935592651,0.7900943160057068,0.7701149582862854,0.8100558519363403,0.7246376872062683,0.7692307829856873,120
144,baseline_27_3,0.01,0.4721786507538387,0.7839080691337585,0.7975903749465942,0.7609195113182068,0.8156424760818481,0.75,0.7384615540504456,200
145,baseline_27_3,0.01,0.4605006831032889,0.7827585935592651,0.8455055952072144,0.6919540166854858,0.8044692873954773,0.7777777910232544,0.6461538672447205,200
146,baseline_27_3,0.01,0.44820161376680645,0.8022988438606262,0.8153477311134338,0.7816091775894165,0.8100558519363403,0.7460317611694336,0.7230769395828247,220
147,baseline_27_3,0.01,0.4330567419528961,0.8241379261016846,0.8507462739944458,0.7862069010734558,0.7932960987091064,0.7413793206214905,0.6615384817123413,260
148,baseline_27_3,0.01,0.4208154593195234,0.8252873420715332,0.812362015247345,0.8459770083427429,0.7877094745635986,0.6901408433914185,0.7538461685180664,320
149,baseline_27_3,0.01,0.4145725241729191,0.8321838974952698,0.8853333592414856,0.7632184028625488,0.8156424760818481,0.7962962985038757,0.6615384817123413,400
150,baseline_27_3,0.01,0.39944165093558176,0.842528760433197,0.8267543911933899,0.8666666746139526,0.7821229100227356,0.6857143044471741,0.7384615540504456,400
151,baseline_27_3,0.01,0.39140070761953083,0.8517241477966309,0.8415178656578064,0.8666666746139526,0.7988826632499695,0.7164179086685181,0.7384615540504456,420
152,baseline_27_3,0.01,0.38912475534847807,0.8689655065536499,0.9063290953636169,0.8229885101318359,0.826815664768219,0.8148148059844971,0.6769230961799622,460
153,baseline_27_3,0.01,0.38955975430352346,0.8551723957061768,0.8440979719161987,0.8712643384933472,0.7988826632499695,0.7230769395828247,0.7230769395828247,520
154,baseline_27_3,0.01,0.4010855896132333,0.8540229797363281,0.8548387289047241,0.8528735637664795,0.8100558519363403,0.7540983557701111,0.7076923251152039,600
155,baseline_27_3,0.005,0.37047235880579266,0.8620689511299133,0.9200000166893005,0.7931034564971924,0.8212290406227112,0.8235294222831726,0.6461538672447205,600
156,baseline_27_3,0.005,0.364608747618539,0.8724138140678406,0.9175257682800293,0.8183907866477966,0.826815664768219,0.8148148059844971,0.6769230961799622,620
157,baseline_27_3,0.005,0.3667252319199698,0.8701149225234985,0.8888888955116272,0.8459770083427429,0.8212290406227112,0.7894737124443054,0.692307710647583,660
158,baseline_27_3,0.005,0.3637020630495889,0.8678160905838013,0.8669725060462952,0.8689655065536499,0.832402229309082,0.7966101765632629,0.7230769395828247,720
159,baseline_27_3,0.005,0.3613389219556536,0.8781608939170837,0.9272727370262146,0.8206896781921387,0.8156424760818481,0.7962962985038757,0.6615384817123413,800
160,baseline_27_3,0.005,0.3539371703352247,0.8804597854614258,0.9254498481750488,0.8275862336158752,0.826815664768219,0.8148148059844971,0.6769230961799622,800
161,baseline_27_3,0.005,0.34712045959063936,0.8793103694915771,0.9145728349685669,0.8367816209793091,0.832402229309082,0.8181818127632141,0.692307710647583,820
162,baseline_27_3,0.005,0.3415651874882834,0.8850574493408203,0.8941176533699036,0.8735632300376892,0.826815664768219,0.7931034564971924,0.7076923251152039,860
163,baseline_27_3,0.005,0.36515994582857403,0.8804597854614258,0.9254498481750488,0.8275862336158752,0.8212290406227112,0.8113207817077637,0.6615384817123413,920
164,baseline_27_3,0.005,0.3492060772010258,0.863218367099762,0.8405172228813171,0.8965517282485962,0.7765362858772278,0.6865671873092651,0.7076923251152039,1000
165,baseline_27_3,0.001,0.3613265369619642,0.8689655065536499,0.8924205303192139,0.8390804529190063,0.8156424760818481,0.7758620977401733,0.692307710647583,1000
166,baseline_27_3,0.001,0.3318298501627786,0.888505756855011,0.9142156839370728,0.8574712872505188,0.826815664768219,0.8035714030265808,0.692307710647583,1020
167,baseline_27_3,0.001,0.33203285932540894,0.8850574493408203,0.8978622555732727,0.8689655065536499,0.8212290406227112,0.7894737124443054,0.692307710647583,1060
168,baseline_27_3,0.001,0.3307176317487444,0.8896551728248596,0.9144254326820374,0.8597701191902161,0.8212290406227112,0.7894737124443054,0.692307710647583,1120
169,baseline_27_3,0.001,0.3311255659375872,0.8850574493408203,0.8997613191604614,0.8666666746139526,0.8212290406227112,0.7894737124443054,0.692307710647583,1200
170,baseline_27_3,0.0001,0.3294320958001273,0.8862069249153137,0.9179104566574097,0.8482758402824402,0.832402229309082,0.8181818127632141,0.692307710647583,1200
171,baseline_27_3,0.0001,0.3295282636369978,0.888505756855011,0.9142156839370728,0.8574712872505188,0.8212290406227112,0.7894737124443054,0.692307710647583,1220
172,baseline_27_3,0.0001,0.3293922117778233,0.888505756855011,0.9082125425338745,0.8643678426742554,0.8212290406227112,0.7894737124443054,0.692307710647583,1260
173,baseline_27_3,0.0001,0.3296474644115993,0.8839080333709717,0.9133663177490234,0.8482758402824402,0.826815664768219,0.8035714030265808,0.692307710647583,1320
174,baseline_27_3,0.0001,0.3295633707727705,0.888505756855011,0.9142156839370728,0.8574712872505188,0.8212290406227112,0.7894737124443054,0.692307710647583,1400
175,baseline_54_3,0.01,0.6996221627507891,0.5,,0.0,0.6368715167045593,,0.0,0
176,baseline_54_3,0.01,0.5522658228874207,0.7574712634086609,0.7745097875595093,0.7264367938041687,0.6871508359909058,0.5652173757553101,0.6000000238418579,20
